track,model,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,planner,universe_track,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,trade_count,replanning_days,recovered_trade_days,validated_hold_days,classification,target_count,replacement_margin,max_replacements_per_day,volatility_spike_ratio,one_day_chase_return,volume_low,volume_high,four_hour_mode,return_short,return_long,ema_fast,ema_slow,macd_fast,macd_slow,macd_signal,momentum_weight,long_return_fraction,cash_guard_ratio,candidate_id,phase,status,elapsed_seconds,eligible,research_eligible
official_ex_post,v2_double_check_fintuned,2.8650101144417075,0.2983289921504584,0.3237741099928221,2.6898017540234287,2.8650101144417075,0.2967870518886585,0.31900036119049435,2.7252630966333617,142309960.22112277,69671239.42090473,72638720.80021805,24.943126292803882,0.0,16.1151040905528,111,10,1619,417,2025-01-02,2026-09-21,3865010114.4417076,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0.0,False,True,0.0,UNKNOWN_BLOCK_SUBMISSION,0,0,397,142309960.22112277,3865010114.4417076,0,0,0,0,0,0,0.20718356349696054,0.011899561748994087,0.8694876423030089,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,official_ex_post,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical_pit,v2_double_check_fintuned,1.453512966806351,0.2701549089387021,0.29086269718425556,2.012535196747358,1.453512966806351,0.26905790769104776,0.28527249111152836,2.0463623845900867,119356571.2407339,58545409.201795906,60811162.038937986,27.185691197149445,0.0,11.652134156297965,152,30,1741,417,2025-01-02,2026-09-21,2453512966.8063507,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0.0,False,True,0.0,UNKNOWN_BLOCK_SUBMISSION,0,0,409,119356571.2407339,2453512966.8063507,0,0,0,0,0,0,0.21596396380784172,0.020574204931494606,0.8658785194396816,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
official_ex_post,incumbent_f0019,3.0235441689120988,0.2594607851267997,0.3143612750862407,2.838019635946752,3.0235441689120988,0.2591873397971387,0.3098502817750769,2.874832832845418,144895411.99728918,70923542.58763166,73971869.40965755,25.875954116124195,0.0,9.589243735107386,98,11,1675,417,2025-01-02,2026-09-21,4023544168.912099,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,,,,,UNKNOWN_BLOCK_SUBMISSION,0,0,396,144895411.99728918,4023544168.912099,0,0,0,0,0,0,0.2048824840318386,0.0158407721569196,0.8667585768641639,20,30,True,OFFICIAL_DPLAN_REPLAN,official_ex_post,0.0,0.0,0.0,1675.0,7.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
official_ex_post,v1_matched,2.481494099046336,0.2181425975693282,0.3151933974014169,2.553154362677513,2.481494099046336,0.2179511725846045,0.3115935393149958,2.5790228296698423,195348570.22624183,95150722.7630186,100197847.46322323,36.06589961896747,0.0,5.3661352697326326,153,10,4776,417,2025-01-02,2026-09-21,3481494099.046336,7,0,7,10,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,,,,,UNKNOWN_ACTIVE_SHARE_BLOCK_SUBMISSION,7,11,405,195348570.22624183,3481494099.046336,7,7,0,0,0,0,0.2645071820657342,0.0152518017099948,0.8351497206267395,21,25,False,FIXED_LEGACY_PLANNER,official_ex_post,,,,4776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
official_ex_post,0050,1.2128348445089845,0.2578957123281808,0.2591434960515663,1.9826882932366348,1.2128348445089845,0.2459314776237473,0.2534752808753676,2.0213751253296355,1282608.7253107766,1282608.7253107766,0.0,0.900076298463703,0.0,0.327320804741881,1,0,1,417,2025-01-02,2026-09-21,2212834844.5089846,0,0,5,5,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,,,,,UNKNOWN_ACTIVE_SHARE_BLOCK_SUBMISSION,0,5,1,1282608.7253107766,2212834844.5089846,0,0,0,0,0,0,0.1270214301491306,0.0456618597322116,0.9216005024993716,1,1,True,FIXED_LEGACY_PLANNER,official_ex_post,,,,1.0,,,,CONTEXTUAL_BENCHMARK,,,,,,,,,,,,,,,,,,,,,,,,
historical_pit,incumbent_f0019,1.6393962123186985,0.200995346362789,0.2797046605743563,2.2393993135625774,1.6393962123186985,0.2007769260109994,0.2745885057413194,2.2759852272119017,122731517.09006292,60053347.18098711,62678169.9090758,29.0460585883856,0.0,8.747037545216415,150,21,1787,417,2025-01-02,2026-09-21,2639396212.3186984,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,,,,,UNKNOWN_BLOCK_SUBMISSION,0,0,408,122731517.09006292,2639396212.3186984,0,0,0,0,0,0,0.2268317592748369,0.058022309834244,0.8641464725433936,20,30,True,OFFICIAL_DPLAN_REPLAN,historical_pit,0.0,0.0,0.0,1787.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
historical_pit,v1_matched,1.735442548380807,0.1954668029770203,0.2830838152637231,2.292430013115245,1.735442548380807,0.1952674753023331,0.2788655202809076,2.322841904871045,152184509.2173081,74484366.34236705,77700142.87494099,34.20150860051268,0.0,9.743007906063715,137,10,4340,417,2025-01-02,2026-09-21,2735442548.380807,9,0,14,19,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,,,,,UNKNOWN_OFFICIAL_WHITELIST_AND_ACTIVE_SHARE_BLOCK_SUBMISSION,9,19,393,152184509.2173081,2735442548.380807,9,9,0,0,0,0,0.2744407050342765,0.0146836700104568,0.8336917377992977,20,25,False,FIXED_LEGACY_PLANNER,historical_pit,,,,4340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
historical_pit,0050,1.2128348445089845,0.2578957123281808,0.2591434960515663,1.9826882932366348,1.2128348445089845,0.2459314776237473,0.2534752808753676,2.0213751253296355,1282608.7253107766,1282608.7253107766,0.0,0.900076298463703,0.0,0.327320804741881,1,0,1,417,2025-01-02,2026-09-21,2212834844.5089846,0,0,5,5,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,,,,,UNKNOWN_OFFICIAL_WHITELIST_AND_ACTIVE_SHARE_BLOCK_SUBMISSION,0,5,1,1282608.7253107766,2212834844.5089846,0,0,0,0,0,0,0.1270214301491306,0.0456618597322116,0.9216005024993716,1,1,True,FIXED_LEGACY_PLANNER,historical_pit,,,,1.0,,,,CONTEXTUAL_BENCHMARK,,,,,,,,,,,,,,,,,,,,,,,,
official_ex_post,incumbent_replayed_new_ledger,3.0235441689120988,0.2594607851267997,0.31436127508624073,2.838019635946752,3.0235441689120988,0.2591873397971387,0.3098502817750769,2.874832832845418,144895411.99728918,70923542.58763166,73971869.40965755,25.875954116124195,0.0,9.589243735107386,98,11,1675,417,2025-01-02,2026-09-21,4023544168.912099,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0.0,False,True,0.0,UNKNOWN_BLOCK_SUBMISSION,0,0,396,144895411.99728918,4023544168.912099,0,0,0,0,0,0,0.2048824840318386,0.01584077215691962,0.8668216250234729,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,official_ex_post,0.0,0.0,0.0,,,,,,20.0,0.2,0.0,2.0,0.04,0.2,3.0,coverage_only,10.0,30.0,10.0,30.0,8.0,21.0,5.0,0.75,0.19999999999999998,0.12,d0000,incumbent,COMPLETE,16.597949840000183,False,False
historical_pit,incumbent_replayed_new_ledger,1.6393962123186983,0.20099534636278904,0.27970466057435633,2.2393993135625774,1.6393962123186983,0.2007769260109994,0.27458850574131943,2.2759852272119017,122731517.09006292,60053347.18098711,62678169.9090758,29.046058588385602,0.0,8.747037545216415,150,21,1787,417,2025-01-02,2026-09-21,2639396212.3186984,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0.0,False,True,0.0,UNKNOWN_BLOCK_SUBMISSION,0,0,408,122731517.09006292,2639396212.3186984,0,0,0,0,0,0,0.210901550447049,0.058022309834244015,0.8642034445061337,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0.0,0.0,0.0,,,,,,20.0,0.2,0.0,2.0,0.04,0.2,3.0,coverage_only,10.0,30.0,10.0,30.0,8.0,21.0,5.0,0.75,0.19999999999999998,0.12,d0000,incumbent,COMPLETE,10.363780263999615,True,True
