date,symbol,shares,close,weight
2013-01-02,1303.TW,737000.0,56.6,0.04178368971230321
2013-01-02,1326.TW,549000.0,75.4,0.04146355730578331
2013-01-02,1590.TW,245000.0,171.5,0.042087494965424244
2013-01-02,1605.TW,4162000.0,10.15,0.04231467278081446
2013-01-02,1802.TW,1376000.0,30.8,0.042451400169706714
2013-01-02,2059.TW,223000.0,185.0,0.04132372475274772
2013-01-02,2207.TW,176000.0,233.5,0.04116445988216992
2013-01-02,2345.TW,2555000.0,16.45,0.0420997653721197
2013-01-02,2368.TW,6791000.0,6.1,0.04149410811429038
2013-01-02,2395.TW,336000.0,123.0,0.041396846359994126
2013-01-02,2408.TW,16515000.0,2.58,0.042679679817534885
2013-01-02,2449.TW,2231000.0,19.0,0.042459613829698775
2013-01-02,2609.TW,2970000.0,14.15,0.042095508292245766
2013-01-02,2881.TW,1176000.0,35.1,0.04134636240101852
2013-01-02,3017.TW,2663000.0,16.4,0.043745953117723946
2013-01-02,3363.TWO,1433000.0,28.55,0.04098030361515277
2013-01-02,3491.TWO,752000.0,54.9,0.0413535743951579
2013-01-02,3529.TWO,647000.0,65.0,0.04212505743490014
2013-01-02,3653.TW,614000.0,67.1,0.041268032131338124
2013-01-02,4123.TWO,1069000.0,38.2,0.040903826427299846
2013-01-02,4979.TWO,732000.0,56.6,0.04150021827599179
2013-01-02,6182.TWO,2808000.0,15.1,0.042471433486760524
2013-01-03,1303.TW,737000.0,59.0,0.043371548662292064
2013-01-03,1326.TW,549000.0,77.79999999999998,0.04260272430084288
2013-01-03,1590.TW,245000.0,173.0,0.04227636294761744
2013-01-03,1605.TW,4162000.0,10.35,0.04296629005038651
2013-01-03,1802.TW,1376000.0,30.6,0.0419976790781456
2013-01-03,2059.TW,223000.0,184.0,0.04092683082379707
2013-01-03,2207.TW,176000.0,239.0,0.04195618570316339
2013-01-03,2345.TW,2555000.0,16.35,0.041667178361790916
2013-01-03,2368.TW,6791000.0,6.17,0.041793074847133564
2013-01-03,2395.TW,336000.0,120.0,0.040216655751986206
2013-01-03,2408.TW,16515000.0,2.6,0.04282894298944781
2013-01-03,2449.TW,2231000.0,18.95,0.04216908860917185
2013-01-03,2609.TW,2970000.0,14.25,0.04221402314145427
2013-01-03,2881.TW,1176000.0,35.3,0.04140639848464913
2013-01-03,3017.TW,2663000.0,16.2,0.04303002626820774
2013-01-03,3363.TWO,1433000.0,28.7,0.04102168707285496
2013-01-03,3491.TWO,752000.0,53.3,0.0399788667953574
2013-01-03,3529.TWO,647000.0,63.9,0.0412373329303346
2013-01-03,3653.TW,614000.0,67.1,0.041093801760624514
2013-01-03,4123.TWO,1069000.0,38.6,0.041157637722135605
2013-01-03,4979.TWO,732000.0,56.1,0.04095994572883095
2013-01-03,6182.TWO,2808000.0,15.7,0.04397260413739491
2013-01-04,1303.TW,737000.0,60.0,0.04419469995913274
2013-01-04,1326.TW,549000.0,78.59999999999998,0.04312671134818001
2013-01-04,1590.TW,245000.0,163.0,0.03991215158000828
2013-01-04,1605.TW,4162000.0,10.05,0.041804168461343286
2013-01-04,1802.TW,1376000.0,30.6,0.04208150969243011
2013-01-04,2059.TW,223000.0,181.0,0.04033990670399084
2013-01-04,2207.TW,176000.0,243.0,0.042743530706743305
2013-01-04,2345.TW,2555000.0,16.35,0.04175034927109455
2013-01-04,2368.TW,6791000.0,6.15,0.04174075476364073
2013-01-04,2395.TW,336000.0,122.0,0.04096854682778764
2013-01-04,2408.TW,16515000.0,2.6,0.04291443287076438
2013-01-04,2449.TW,2231000.0,18.95,0.04225326137013199
2013-01-04,2609.TW,2970000.0,14.6,0.04333719085544808
2013-01-04,2881.TW,1176000.0,35.0,0.04113645070822939
2013-01-04,3017.TW,2663000.0,16.05,0.04271669606870842
2013-01-04,3363.TWO,1433000.0,28.7,0.04110356953164288
2013-01-04,3491.TWO,752000.0,53.5,0.04020898165436066
2013-01-04,3529.TWO,647000.0,63.0,0.040737678992180226
2013-01-04,3653.TW,614000.0,66.1,0.040562179460004205
2013-01-04,4123.TWO,1069000.0,37.85,0.04043850026235738
2013-01-04,4979.TWO,732000.0,55.1,0.04031012375376962
2013-01-04,6182.TWO,2808000.0,16.5,0.04630549159897192
2013-01-07,1303.TW,737000.0,58.9,0.043360405169863364
2013-01-07,1326.TW,549000.0,78.5,0.04304795749765641
2013-01-07,1590.TW,245000.0,157.0,0.03842167426931082
2013-01-07,1605.TW,4162000.0,10.0,0.041573120579454476
2013-01-07,1802.TW,1376000.0,29.9,0.041096058532632096
2013-01-07,2059.TW,223000.0,183.5,0.04087440847360804
2013-01-07,2207.TW,176000.0,242.0,0.042544025750123136
2013-01-07,2345.TW,2555000.0,16.35,0.04172719683724834
2013-01-07,2368.TW,6791000.0,6.07,0.04117493958338076
2013-01-07,2395.TW,336000.0,121.0,0.04061020639784481
2013-01-07,2408.TW,16515000.0,2.67,0.04404538276326463
2013-01-07,2449.TW,2231000.0,18.75,0.04178413263429373
2013-01-07,2609.TW,2970000.0,14.8,0.04390648938468286
2013-01-07,2881.TW,1176000.0,35.35,0.04152477509564752
2013-01-07,3017.TW,2663000.0,15.85,0.042161007655788875
2013-01-07,3363.TWO,1433000.0,28.45,0.04072292928725835
2013-01-07,3491.TWO,752000.0,53.1,0.03988622278909929
2013-01-07,3529.TWO,647000.0,64.3,0.041555240741434955
2013-01-07,3653.TW,614000.0,64.6,0.03961972330398159
2013-01-07,4123.TWO,1069000.0,38.4,0.04100336305954768
2013-01-07,4979.TWO,732000.0,55.7,0.04072647528865328
2013-01-07,6182.TWO,2808000.0,17.6,0.049365134010886685
2013-01-08,1303.TW,737000.0,58.5,0.042927295875955514
2013-01-08,1326.TW,549000.0,78.4,0.042854712409387256
2013-01-08,1590.TW,245000.0,164.5,0.04012750564289733
2013-01-08,1605.TW,4162000.0,10.0,0.041439285028407345
2013-01-08,1802.TW,1376000.0,30.55,0.041854275273477994
2013-01-08,2059.TW,223000.0,185.0,0.04107586986657725
2013-01-08,2207.TW,176000.0,238.0,0.041706121366408624
2013-01-08,2345.TW,2555000.0,16.25,0.041338474658173655
2013-01-08,2368.TW,6791000.0,5.99,0.040501464822710394
2013-01-08,2395.TW,336000.0,121.5,0.04064674127822445
2013-01-08,2408.TW,16515000.0,2.72,0.04472575288092458
2013-01-08,2449.TW,2231000.0,18.85,0.04187174907098516
2013-01-08,2609.TW,2970000.0,14.7,0.04346943164476781
2013-01-08,2881.TW,1176000.0,35.1,0.041098371736871385
2013-01-08,3017.TW,2663000.0,15.8,0.041892707671413995
2013-01-08,3363.TWO,1433000.0,29.3,0.04180459194039492
2013-01-08,3491.TWO,752000.0,54.0,0.04043167915505924
2013-01-08,3529.TWO,647000.0,64.3,0.041421462750608005
2013-01-08,3653.TW,614000.0,63.2,0.03863630868982079
2013-01-08,4123.TWO,1069000.0,38.45,0.04092457963687839
2013-01-08,4979.TWO,732000.0,58.6,0.04270894808146417
2013-01-08,6182.TWO,2808000.0,17.0,0.04752872921951113
2013-01-09,1303.TW,737000.0,57.7,0.042318842035552806
2013-01-09,1326.TW,549000.0,77.59999999999998,0.042395966502812105
2013-01-09,1590.TW,245000.0,167.5,0.040838649356823846
2013-01-09,1605.TW,4162000.0,9.93,0.04112839851665894
2013-01-09,1802.TW,1376000.0,30.2,0.04135384079811602
2013-01-09,2059.TW,223000.0,185.5,0.04116605515976981
2013-01-09,2207.TW,176000.0,235.0,0.041159586656064194
2013-01-09,2345.TW,2555000.0,16.25,0.04131756741964374
2013-01-09,2368.TW,6791000.0,6.0,0.04054856184448722
2013-01-09,2395.TW,336000.0,120.5,0.04029181200509495
2013-01-09,2408.TW,16515000.0,2.76,0.04536053150881829
2013-01-09,2449.TW,2231000.0,19.0,0.04218360055038455
2013-01-09,2609.TW,2970000.0,15.1,0.04462969010552492
2013-01-09,2881.TW,1176000.0,36.0,0.04213085736632335
2013-01-09,3017.TW,2663000.0,15.6,0.04134150088335453
2013-01-09,3363.TWO,1433000.0,28.6,0.040785209564671264
2013-01-09,3491.TWO,752000.0,53.6,0.040111888086637106
2013-01-09,3529.TWO,647000.0,65.0,0.04185121897535734
2013-01-09,3653.TW,614000.0,65.5,0.04002212515829143
2013-01-09,4123.TWO,1069000.0,38.15,0.04058473570751788
2013-01-09,4979.TWO,732000.0,59.0,0.042978728928967605
2013-01-09,6182.TWO,2808000.0,16.65,0.046526653453779016
2013-01-10,1303.TW,737000.0,58.9,0.04301235820185647
2013-01-10,1326.TW,549000.0,77.79999999999998,0.042321632599220296
2013-01-10,1590.TW,245000.0,173.0,0.041997424569981234
2013-01-10,1605.TW,4162000.0,10.1,0.04165181405470438
2013-01-10,1802.TW,1376000.0,31.0,0.042265946501288655
2013-01-10,2059.TW,223000.0,187.0,0.04131967917878465
2013-01-10,2207.TW,176000.0,233.5,0.04072021139855961
2013-01-10,2345.TW,2555000.0,16.2,0.04101251386990901
2013-01-10,2368.TW,6791000.0,6.01,0.040440700876041125
2013-01-10,2395.TW,336000.0,122.0,0.040617162391711
2013-01-10,2408.TW,16515000.0,2.86,0.04680099457287877
2013-01-10,2449.TW,2231000.0,17.7,0.03912760881483115
2013-01-10,2609.TW,2970000.0,15.45,0.045466906276523396
2013-01-10,2881.TW,1176000.0,37.2,0.04334716838853092
2013-01-10,3017.TW,2663000.0,15.5,0.040899060876792036
2013-01-10,3363.TWO,1433000.0,28.5,0.04046704773269597
2013-01-10,3491.TWO,752000.0,52.2,0.03889545129267126
2013-01-10,3529.TWO,647000.0,66.0,0.04231152586970246
2013-01-10,4123.TWO,1069000.0,37.6,0.03982685577764902
2013-01-10,4979.TWO,732000.0,58.6,0.04250295921704044
2013-01-10,5483.TWO,1050000.0,42.2,0.04390482205251548
2013-01-10,6182.TWO,2808000.0,17.0,0.04729949414350889
2013-01-11,1303.TW,737000.0,59.3,0.0433292425899392
2013-01-11,1326.TW,549000.0,78.59999999999998,0.04278128319071899
2013-01-11,1590.TW,245000.0,172.0,0.04177855813848215
2013-01-11,1605.TW,4162000.0,10.1,0.04167564844852547
2013-01-11,1802.TW,1376000.0,31.0,0.042290132319769684
2013-01-11,2059.TW,223000.0,188.0,0.04156441080678039
2013-01-11,2207.TW,176000.0,235.0,0.04100524832955913
2013-01-11,2345.TW,2555000.0,16.3,0.04128929097091354
2013-01-11,2368.TW,6791000.0,6.03,0.04059849728429394
2013-01-11,2395.TW,336000.0,121.0,0.040307286655864506
2013-01-11,2408.TW,16515000.0,2.92,0.04781017636351532
2013-01-11,2449.TW,2231000.0,17.95,0.03970296486864781
2013-01-11,2609.TW,2970000.0,15.4,0.04534569748784757
2013-01-11,2881.TW,1176000.0,36.7,0.042789016288808226
2013-01-11,3017.TW,2663000.0,15.35,0.04052644067286763
2013-01-11,3363.TWO,1433000.0,27.8,0.039495707925628114
2013-01-11,3491.TWO,752000.0,52.8,0.03936503839637676
2013-01-11,3529.TWO,647000.0,65.5,0.042015012483902846
2013-01-11,4123.TWO,1069000.0,37.8,0.040061612078106656
2013-01-11,4979.TWO,732000.0,57.7,0.04187413129948238
2013-01-11,5483.TWO,1050000.0,41.8,0.04351354809439918
2013-01-11,6182.TWO,2808000.0,16.9,0.047048168774876546
2013-01-14,1303.TW,737000.0,59.4,0.04334884916523724
2013-01-14,1326.TW,549000.0,77.5,0.04213060409289484
2013-01-14,1590.TW,245000.0,167.0,0.04051409992269328
2013-01-14,1605.TW,4162000.0,10.2,0.04203643591734435
2013-01-14,1802.TW,1376000.0,30.7,0.041829285735166
2013-01-14,2059.TW,223000.0,189.5,0.04184443582019147
2013-01-14,2207.TW,176000.0,234.5,0.04086760190662097
2013-01-14,2345.TW,2555000.0,16.15,0.040858937642309016
2013-01-14,2368.TW,6791000.0,6.03,0.040548489625499465
2013-01-14,2395.TW,336000.0,121.0,0.04025763769905946
