date,symbol,issue
2015-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1815.TWO
2015-07-24,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5274.TWO
2015-07-27,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5274.TWO
