date,symbol,issue
2015-07-14,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5289.TWO
2015-07-15,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3665.TW
2015-07-16,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4904.TW
