date,symbol,issue
2014-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3533.TW
2014-07-17,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3293.TWO
2014-07-18,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3293.TWO
