date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan
2025-01-02,993862230.6416832,993862230.6416832,107129331.02982596,0.10779092687792183,20,0.0,0,1270530.197750703,0.0,1270530.197750703,891600138.7724231,0.8916001387724232,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-03,990538539.84007,990538539.84007,68412136.42418538,0.069065597826442,23,0.0,0,55093.494083968166,0.0,55093.494083968166,38662101.111556605,0.03890086565277219,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-06,1001192649.8145369,1001192649.8145369,167484449.31627288,0.1672849369672241,20,0.0,0,141805.53536521582,298537.96918992803,440343.5045551439,99512656.39664267,0.10046318481733153,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-07,1011093125.7319845,1011093125.7319845,102655825.59378861,0.10152954557916766,20,0.0,0,92249.33350429652,0.0,92249.33350429652,64736374.388980016,0.06465925853627863,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-08,1013331956.9203134,1014434336.1971934,71448259.60896835,0.07050824670141821,23,1102379.27688,0,44407.50083967234,0.0,44407.50083967234,31163158.483980592,0.030821254433334132,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-09,984140826.7614818,985243206.0383618,199650528.39350158,0.20286784468691618,20,1102379.27688,0,183500.2214980889,386316.25578545034,569816.4772835393,128772085.26181677,0.12707788832908895,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-10,989923513.2874304,991025892.5643104,97645211.34014855,0.09863914739824617,26,1102379.27688,0,145150.73700080192,0.0,145150.73700080192,101860166.31635223,0.10350161638100525,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-13,960819400.4533979,961921779.7302779,187962194.44157374,0.1956269766751971,23,1102379.27688,0,129273.73720667043,272155.2362245693,401428.9734312397,90718412.07485643,0.09164183985648575,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-14,970806080.8917542,971908460.1686342,88651776.48920079,0.09131769797709534,23,1102379.27688,0,141315.97032441915,0.0,141315.97032441915,99169101.98204851,0.10321305120946968,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,REPLAN_FUNDED_RULE_REPAIR
2025-01-15,963787184.6533009,964889563.9301809,193220787.8954165,0.2004807606618291,20,1102379.27688,0,149673.14492012898,315101.35772658733,464774.5026467163,105033785.90886244,0.10819234446119401,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-16,986801591.4482057,987903970.7250857,94398642.37271905,0.09566121821326,30,1102379.27688,0,140621.17219945963,0.0,140621.17219945963,98681524.35049798,0.10238933026070093,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-17,984141772.3901858,985244151.6670659,189802272.3404331,0.1928607012376481,27,1102379.27688,0,136554.42603921605,287483.0021878233,424037.42822703935,95827667.39594111,0.0971093563553204,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-20,989706574.1917328,990808953.4686128,94132074.87675402,0.0951110938649965,27,1102379.27688,0,136136.03753225927,0.0,136136.03753225927,95534061.42614685,0.09707347468253807,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-21,996234356.7398536,997336736.0167336,190090557.01388377,0.19080907592461405,24,1102379.27688,0,137348.60462085716,289154.9570965414,426503.5617173986,96384985.69884714,0.09738743604644863,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-22,1008374555.456842,1009476934.733722,94813506.81383845,0.09402608019089037,24,1102379.27688,0,135576.5998802353,0.0,135576.5998802353,95141473.60016513,0.09550109666114376,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-02-03,989420692.5327765,990523071.8096565,166099988.68204746,0.16787600050778712,22,1102379.27688,0,102034.7403884166,214809.97976508754,316844.72015350417,71603326.58836251,0.07100866062206694,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-02-04,984222018.722692,985324397.999572,101700826.11343423,0.1033311835935351,26,1102379.27688,0,91638.2221936479,0.0,91638.2221936479,64307524.34641959,0.06499512778715134,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-02-05,990851852.4348292,991954231.7117093,197818552.74970374,0.19964493406718917,23,1102379.27688,0,137576.53663127747,289634.8139605842,427211.35059186164,96544937.98686138,0.09809264185346706,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-02-06,999314746.2013061,1000417125.4781861,88961445.44362687,0.08902244841457198,23,1102379.27688,0,154900.64449275727,0.0,154900.64449275727,108702206.66158405,0.10970581161499485,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-02-07,1005787333.4590793,1006889712.7359593,157693033.18721843,0.156785662278013,21,1102379.27688,0,98377.8344520684,207111.23042540715,305489.06487747555,69037076.80846906,0.06908441716776383,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-02-10,997165784.8200713,998268164.0969514,101161986.7758417,0.10144951653560333,21,1102379.27688,0,80442.11112785463,0.0,80442.11112785463,56450604.30024886,0.05612578566296447,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-02-11,1002693062.8093767,1003795442.0862567,137014915.251485,0.136646916522582,20,1102379.27688,0,51317.50302869364,108036.84848146029,159354.3515101539,36012282.82715343,0.03611463948660401,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-02-12,994350165.6370052,995452544.9138852,105817919.91984954,0.10641917060682539,24,1102379.27688,0,44392.459093372454,0.0,44392.459093372454,31152602.87254207,0.03106893228647432,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-02-13,995570198.3650733,996672577.6419533,199933654.1271285,0.20082326133853728,22,1102379.27688,0,134711.0174978003,283602.1421006322,418313.1595984325,94534047.3668774,0.09507118380808693,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
