date,symbol,issue
2014-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4966.TWO;ACTIVE_CAP:5289.TWO
2014-01-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2014-01-06,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW;ACTIVE_CAP:3491.TWO
