track,symbol,first_daily,first_h4,h4_before2025,daily_before2025,first_data_ready_signal_date,live_quote_rows,live_missing_4h_rows
historical_pit,3008.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2207.TW,2024-01-02,2024-10-01,61,242,2024-12-13,417,4
historical_pit,6505.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,4904.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2002.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3034.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3231.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2395.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2379.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2890.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2883.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2327.TW,2024-01-02,2024-10-01,62,242,2024-12-13,410,2
historical_pit,2912.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2609.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3661.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,4938.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2618.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1101.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,3017.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1303.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2301.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2615.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1301.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2887.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3533.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,3653.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,3037.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2383.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6446.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2888.TW,2024-01-02,,0,241,,125,125
historical_pit,2801.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5876.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5871.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2376.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3443.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2356.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2360.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1402.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1590.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2324.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6409.TW,2024-01-02,2024-10-01,60,242,2024-12-13,417,3
historical_pit,1519.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1326.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2105.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2633.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6415.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2610.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2377.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5269.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2059.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,1102.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1476.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2449.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,2834.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2474.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,9910.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3036.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,9945.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2353.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2368.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2347.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6526.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,2049.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2385.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3702.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3481.TW,2024-01-02,2024-10-01,62,235,2024-12-13,417,2
historical_pit,4958.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2409.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2371.TW,2024-01-02,2024-10-01,62,242,2024-12-13,410,2
historical_pit,1504.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,9904.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,8464.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,2354.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3044.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,2812.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1503.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3665.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,8069.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3293.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3529.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,5347.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6488.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5274.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,8299.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6223.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5483.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6121.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,4966.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3324.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3374.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5904.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,410,9
historical_pit,6147.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,3105.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3680.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,6274.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5536.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3131.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,6535.TWO,2024-01-02,2024-10-01,61,242,2024-12-16,417,4
historical_pit,4743.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5903.TWO,2024-01-02,2024-10-01,56,242,2024-12-23,417,68
historical_pit,6187.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3227.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,1785.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6561.TWO,2024-01-02,2024-10-01,58,242,2024-12-16,417,48
historical_pit,5371.TWO,2024-01-02,2026-07-17,0,242,,409,370
historical_pit,3081.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,8415.TWO,2024-01-02,2024-10-01,57,242,2024-12-20,417,4
historical_pit,3211.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,4123.TWO,2024-01-02,2024-10-01,61,242,2024-12-16,417,2
historical_pit,6548.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5508.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6643.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,5
historical_pit,6188.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3362.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6510.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
historical_pit,5009.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,4979.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3264.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,4772.TWO,2024-09-20,2024-10-01,62,69,2025-07-21,417,4
historical_pit,3363.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,5
historical_pit,6023.TWO,2024-01-02,2024-10-01,51,242,2024-12-30,417,17
historical_pit,4147.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,6125.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,5530.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
historical_pit,3260.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
historical_pit,6589.TWO,2024-01-02,2025-07-21,0,242,2025-09-26,417,132
historical_pit,8086.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2330.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2883.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2454.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3443.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2308.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3653.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2317.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2395.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3711.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2301.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2881.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6446.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2383.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4958.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2303.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2603.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2882.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,5880.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3037.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1216.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2891.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3045.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1303.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2368.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2345.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3665.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2382.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4904.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2408.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3481.TW,2024-01-02,2024-10-01,62,235,2024-12-13,417,2
official_ex_post,7769.TW,2025-11-27,2025-11-27,0,0,,198,2
official_ex_post,2379.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2412.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1301.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2327.TW,2024-01-02,2024-10-01,62,242,2024-12-13,410,2
official_ex_post,1326.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6669.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3189.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3017.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3034.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2885.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2207.TW,2024-01-02,2024-10-01,61,242,2024-12-13,417,4
official_ex_post,2887.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2002.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2360.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2801.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2886.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2449.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2059.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,1590.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6505.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3661.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2884.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,6770.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2880.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3036.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2357.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2615.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2890.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2618.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,8046.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2912.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2344.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4938.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3231.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2376.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2892.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,5876.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3008.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1519.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2356.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6415.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2404.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6919.TW,2024-10-04,2024-10-04,60,61,2025-08-07,412,2
official_ex_post,6515.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2324.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3533.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2347.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2313.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1504.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
official_ex_post,2337.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,7750.TW,2025-09-17,2025-09-17,0,0,2026-07-20,245,3
official_ex_post,5871.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1402.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3044.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1605.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3702.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2610.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1101.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,6789.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2409.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1802.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6239.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,8210.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,2609.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2451.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2834.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2812.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6139.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,2377.TW,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,5274.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,3491.TWO,2024-01-02,2024-10-01,62,241,2024-12-13,416,2
official_ex_post,6223.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6121.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
official_ex_post,6488.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6548.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,8299.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1785.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6274.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3363.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,5
official_ex_post,5347.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,7828.TWO,2026-04-22,2026-04-22,0,0,,106,1
official_ex_post,3293.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4979.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,8069.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6182.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3529.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,3163.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3081.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3211.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3260.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,4966.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3105.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4991.TWO,2024-01-02,2024-10-01,61,242,2024-12-16,417,2
official_ex_post,5289.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,5903.TWO,2024-01-02,2024-10-01,56,242,2024-12-23,417,68
official_ex_post,5536.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,1815.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,5483.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3680.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
official_ex_post,6147.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,3
official_ex_post,8415.TWO,2024-01-02,2024-10-01,57,242,2024-12-20,417,4
official_ex_post,7734.TWO,2025-02-26,2025-02-26,0,0,2025-12-15,385,21
official_ex_post,6290.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6187.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,7751.TWO,2025-08-26,2025-08-26,0,0,2026-06-25,261,5
official_ex_post,3264.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6023.TWO,2024-01-02,2024-10-01,51,242,2024-12-30,417,17
official_ex_post,3324.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,4772.TWO,2024-09-20,2024-10-01,62,69,2025-07-21,417,4
official_ex_post,6510.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
official_ex_post,8932.TWO,2024-01-02,2024-10-01,62,235,2024-12-13,410,3
official_ex_post,8358.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,6584.TWO,2024-01-02,2024-10-01,61,242,2024-12-13,417,5
official_ex_post,3374.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3227.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,2
official_ex_post,3131.TWO,2024-01-02,2024-10-01,62,242,2024-12-13,417,4
official_ex_post,4123.TWO,2024-01-02,2024-10-01,61,242,2024-12-16,417,2
official_ex_post,4749.TWO,2025-01-17,2025-01-17,0,0,2025-11-14,406,3
official_ex_post,5371.TWO,2024-01-02,2026-07-17,0,242,,409,370
