date,decision_date,cutoff_at,plan_reason,metadata,submission_status,official_whitelist_status,active_share_status
2024-10-18,2024-10-21,2024-10-21 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-21,2024-10-22,2024-10-22 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-22,2024-10-23,2024-10-23 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-23,2024-10-24,2024-10-24 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-24,2024-10-25,2024-10-25 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-25,2024-10-28,2024-10-28 08:55:00+08:00,D-1 estimated accounting; fill-day constraints require ledger audit,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-28,2024-10-29,2024-10-29 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-29,2024-10-30,2024-10-30 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-10-30,2024-11-01,2024-11-01 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-01,2024-11-04,2024-11-04 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-04,2024-11-05,2024-11-05 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-05,2024-11-06,2024-11-06 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-06,2024-11-07,2024-11-07 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-07,2024-11-08,2024-11-08 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
2024-11-08,2024-11-11,2024-11-11 08:55:00+08:00,INFEASIBLE_V4:Odd-lot legacy holdings require separate corporate-action handling,{},BLOCK_SUBMISSION,UNKNOWN_HISTORICAL_RESEARCH_POOL,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS
