date,symbol,issue
2024-11-07,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:4991.TWO
2024-11-08,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:4991.TWO
2024-11-11,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:4991.TWO
