track,candidate_id,episode,kind,start,end,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,final_nav,sessions,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,max_daily_volume_participation,trades,simulated_warning_days,disqualified,complete_period,rejected_trade_count,measured_hard_breach_days,raw_rule_breach_days,cash_breach_days,holding_count_breach_days,active_cap_breach_days,overdue_passive_cap_days,stale_held_price_days,execution_price_bound_breaches,unfilled_orders,no_valid_plan_days,hold_without_envelope_days,official_compliance,independent_audit,research_eligible
historical_pit,x0352,contest_2025,reset_calendar_analogue,2025-10-26,2025-11-27,-0.0020294417432534795,0.05038727322612668,0.22165003708639353,0.010538594146737837,-0.0020294417432534795,0.05038727322612668,0.22165003708639353,0.010538594146737837,997970558.2567465,24,5607743.369236521,3387813.035346869,2219930.333889652,2.39465823587618,3.6393334575100655,131,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,full,continuous,2025-01-02,2026-09-21,1.566794129798141,0.22891530063300247,0.26855413100686204,2.257943367230858,1.566794129798141,0.22866541202448998,0.2625061832969606,2.303921615993094,2566794129.798141,417,122063518.00347516,59758390.30113477,62305127.70234039,27.115048852922047,12.919238431142027,1711,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-01,reset_25_sessions,2025-01-02,2025-02-14,-0.015111128096918058,0.05139723001037111,0.17614801828568782,-0.7861092254734416,-0.015111128096918058,0.051341123746381,0.17630616592509848,-0.7852544742323166,984888871.9030819,25,6100939.3045236245,3581754.5546833007,2519184.7498403233,2.53893839885894,5.2867670618391545,123,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-02,reset_25_sessions,2025-02-03,2025-03-10,-0.02906710870447493,0.0532399620160926,0.10086424777952241,-2.897687670560594,-0.02906710870447493,0.0532399620160926,0.10086424777952241,-2.897687670560594,970932891.2955251,25,7539900.424389497,4256210.600696327,3283689.82369317,2.970880097776191,0.45439205435847624,152,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-03,reset_25_sessions,2025-03-03,2025-04-08,-0.14384053586166323,0.14496466792723484,0.2719232986782848,-5.6040962470240325,-0.14384053586166323,0.14496466792723484,0.2719232986782848,-5.6040962470240325,856159464.1383368,25,6954124.01403449,3998444.5008931253,2955679.513141365,2.867865310588042,3.007114392587341,148,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-04,reset_25_sessions,2025-04-01,2025-05-08,0.0,0.0,0.0,,0.0,0.0,0.0,,1000000000.0,3,0.0,0.0,0.0,0.0,0.0,0,3,True,False,0,3,3,3,3,0,0,0,0,0,3,0,UNKNOWN_BLOCK_SUBMISSION,PASS,False
historical_pit,x0352,m25_2025-05,reset_25_sessions,2025-05-02,2025-06-06,0.061057954172783147,0.015703592007930034,0.14305401094456535,4.249435534591648,0.061057954172783147,0.015703592007930034,0.14305401094456535,4.249435534591648,1061057954.1727831,25,5514814.993644632,3285890.2976545533,2228924.695990079,2.2516726706477903,0.41372032095662814,103,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-06,reset_25_sessions,2025-06-02,2025-07-04,0.11132716518345553,0.01581596673978647,0.1202262434987627,8.926028314188587,0.11132716518345553,0.015794011593991186,0.12252675773954491,8.760576807391008,1111327165.1834555,25,6605706.174361034,3865128.775604276,2740577.3987567583,2.607646173606533,3.689064558629776,123,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-07,reset_25_sessions,2025-07-01,2025-08-04,0.0459709926397418,0.014713118038082507,0.11484467353901147,4.003538923617364,0.0459709926397418,0.013849021268161343,0.12236525415314829,3.764503449432237,1045970992.6397418,25,5498498.474879215,3282434.0261092167,2216064.448769998,2.277298623141689,3.1580661683310636,96,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
historical_pit,x0352,m25_2025-08,reset_25_sessions,2025-08-01,2025-09-04,0.09970506674754853,0.049431772249455164,0.24007518633276545,4.113559023449718,0.09970506674754853,0.049202163127726295,0.23987484940229717,4.116794037518606,1099705066.7475486,25,6830836.915897336,3976543.0234604785,2854293.892436858,2.68938052019937,2.781940640449245,122,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS,True
