candidate_id,median_2025,worst_2025,turnover_2025
d0034,0.0396703352267187,-0.12092146932064085,14.43202387104088
d0226,0.038916833913077986,-0.098139321092784,7.12178142256683
d0358,0.05380458072904282,-0.1037101039018502,14.311725863113043
d0373,0.04164174689535449,-0.10094736468942545,14.24542221352069
x0072,0.04421987785324788,-0.08794113326368913,15.117961823920602
x0145,0.04629700280186133,-0.07927955523101748,16.14529363567287
x0146,0.03853764150553851,-0.09518891966263754,15.76411552323286
x0147,0.03853764150553851,-0.09518891966263754,15.76411552323286
x0150,0.04099700788497096,-0.08800156302448203,15.163395025376548
x0159,0.048659415932768124,-0.08800156302448203,15.846713235283266
x0160,0.038722236968043666,-0.07809545230313297,17.64408636684308
x0164,0.03678996597260209,-0.08895822535734066,17.551214777237526
x0168,0.04821419358042878,-0.0862771961664297,14.811728361611138
x0170,0.037257214822675744,-0.09407006848499411,14.454024901387527
x0171,0.0394752887455474,-0.09407006848499411,15.310878934406867
x0219,0.03236872287967929,-0.08903977812770025,15.472917385704847
x0310,0.03334679154485387,-0.0947436108116636,16.100677660998794
x0311,0.03334679154485387,-0.0947436108116636,16.100677660998794
x0313,0.046463531123285495,-0.08454674732950118,14.618011952155555
x0315,0.03553818802745479,-0.09918571411523203,17.81716510273998
x0316,0.046249631541190106,-0.09846631247477178,14.927249328441434
x0336,0.036113057166629936,-0.0764037931895637,17.768383276098618
x0340,0.03360736948304177,-0.08738506123382339,15.889206353353533
x0346,0.04023524247428656,-0.09746620800530725,13.90650858491659
x0347,0.04023524247428656,-0.09746620800530725,13.90650858491659
x0352,0.038847154907158954,-0.07791598453588822,17.044261865988336
x0355,0.05100678960781213,-0.09987931038662257,14.581270351580569
x0362,0.047943924615404865,-0.09987931038662257,14.91291288237971
x0402,0.041202559432892416,-0.09487190866715,13.687913262892081
x0410,0.04709166650996921,-0.09487190866715,14.69555184359759
x0436,0.03707829718035194,-0.09171192396518257,16.47905653832856
x0437,0.03707829718035194,-0.09171192396518257,16.47905653832856
x0442,0.047363448244720274,-0.09067234295340865,16.155741061362253
x0446,0.050084301546392096,-0.09256709461249102,14.61286998515875
x0451,0.053594742985260235,-0.09196139556593796,14.34379484728479
x0454,0.05530541701809144,-0.0900869494599631,14.455753265755266
x0482,0.0531916684248922,-0.0935631737814836,15.24709660795724
x0494,0.04362179355292506,-0.07686908107665902,16.802746987088238
x0506,0.05404285838596523,-0.10285346149342678,15.220174293043264
x0541,0.04349138220104809,-0.08779468920748268,16.08453480555376
x0543,0.04644052632491147,-0.09653076391883886,15.40202605991113
x0544,0.04644052632491147,-0.09653076391883886,15.40202605991113
x0547,0.046127437616902855,-0.10439613772191592,14.989153399443735
x0548,0.046127437616902855,-0.10439613772191592,14.993591150918412
y0005,0.0401021815565622,-0.07164357562991397,17.430966054065443
y0029,0.05301067267740345,-0.10512426150798082,14.614374782603745
y0046,0.04411693473374456,-0.08055141247392616,16.561196162360467
y0049,0.03993362296252223,-0.07255929155808616,15.78350184188513
