date,symbol,issue
2014-02-07,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2615.TW
2014-02-11,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2609.TW
2014-02-12,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3211.TWO
