date,symbol,issue
2014-01-09,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3163.TWO
2014-01-10,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3008.TW
2014-02-07,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2207.TW
