date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan
2025-01-02,994907324.7987764,994907324.7987764,108033623.903874,0.10858662029222087,25,0.0,0,1269243.4140719266,0.0,1269243.4140719266,890697132.6820538,0.8906971326820537,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION
2025-01-03,992648760.7258818,992648760.7258818,238839059.45748952,0.24060782515140267,22,0.0,0,187226.22169490205,394160.46672610956,581386.6884210117,131386822.24203652,0.13205935765787027,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-06,1004874792.5054922,1004874792.5054922,90862395.23728846,0.09042160865707241,25,0.0,0,210566.68898198722,0.0,210566.68898198722,147766097.5312191,0.14886040599412428,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-07,1014434781.5482782,1014434781.5482782,138971081.145851,0.1369936083360103,24,0.0,0,68859.5810659183,144967.5390861438,213827.1201520621,48322513.02871461,0.0480880935506704,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-08,1014403236.678636,1015308762.5132159,93758139.38091409,0.09242689296605308,25,905525.83458,0,64336.762129001225,0.0,64336.762129001225,45148605.00280787,0.0445061681874708,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-09,987823370.21127,988728896.0458499,179136671.8150947,0.18134484080568167,23,905525.83458,0,122205.16658082753,257274.03490700535,379479.2014878329,85758011.63566847,0.08454035686681932,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-10,992596412.4720235,993501938.3066034,97465211.80230834,0.09819218624775698,25,905525.83458,0,116216.22240129864,0.0,116216.22240129864,81555243.79038502,0.08256055308039782,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-13,960716343.7730314,961621869.6076113,208094439.92550692,0.21660341397779853,22,905525.83458,0,158347.3370419687,333362.8148251972,491710.1518671659,111120938.27506575,0.11194976818254188,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-14,966662924.3976008,967568450.2321807,95091023.62426274,0.09837040526150415,25,905525.83458,0,160800.72719302293,0.0,160800.72719302293,112842615.57405119,0.11745674600567656,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-15,957887509.8820461,958793035.716626,230131512.7968906,0.240248996278518,21,905525.83458,0,193287.99645530942,406922.0978006514,600210.0942559608,135640699.2668838,0.14031850797568507,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-16,983026007.3229918,983931533.1575718,84786361.23036115,0.0862503744547452,25,905525.83458,0,206822.119462071,0.0,206822.119462071,145138329.44706738,0.15151917939188878,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-17,975842012.6685212,976747538.5031011,233932413.8345293,0.23972365485148733,21,905525.83458,0,213477.7640669358,449426.87171986484,662904.6357868006,149808957.23995495,0.15239572109380864,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-20,981130108.1174073,982035633.9519873,85305961.20112297,0.08694663479934182,25,905525.83458,0,211491.31987178675,0.0,211491.31987178675,148414961.31353456,0.1520891285544076,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
2025-01-21,988372376.1243917,989277901.9589716,172530981.2907898,0.17456070754154293,23,905525.83458,0,124848.10649903351,262838.1189453337,387686.2254443672,87612706.31511125,0.08929774511070966,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT
2025-01-22,1003051768.9494162,1003957294.7839961,94783075.74906394,0.09449469975845667,25,905525.83458,0,110633.11321063433,0.0,110633.11321063433,77637272.4285153,0.07855062960475158,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH
