date,symbol,issue
2025-09-10,6919.TW,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2026-02-25,8932.TWO,UNFILLED_MISSING_OFFICIAL_VWAP
2026-02-25,8932.TWO,STALE_HELD_PRICES
2026-02-26,8932.TWO,STALE_HELD_PRICES
2026-03-02,8932.TWO,STALE_HELD_PRICES
2026-03-03,8932.TWO,STALE_HELD_PRICES
2026-03-04,8932.TWO,STALE_HELD_PRICES
2026-03-05,8932.TWO,STALE_HELD_PRICES
2026-03-06,8932.TWO,STALE_HELD_PRICES
2026-03-20,3260.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
