date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2020-10-20,1001180825.816549,1001180825.816549,99434325.81654897,0.09931704968026304,20,0.0,0,1281479.9767445568,0.0,1281479.9767445568,899284194.2067063,0.8992841942067062,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-10-21,1003196125.816549,1003196125.816549,99434325.81654897,0.09911753370819157,20,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,HOLD_REVALIDATED_ENVELOPE,0.0
2020-10-22,1001205725.816549,1001205725.816549,99434325.81654897,0.09931457966388851,20,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,HOLD_REVALIDATED_ENVELOPE,0.0
2020-10-23,1007427888.9489483,1007427888.9489483,97840638.94894822,0.09711924796029378,22,0.0,0,2267.772210930511,0.0,2267.772210930511,1591419.095389832,0.0015895025910802952,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-10-26,1010574011.0642858,1010574011.0642858,183544561.06428576,0.18162406617896878,20,0.0,0,122670.90778128817,258254.54269744875,380925.4504787369,86084847.56581625,0.08545013346377453,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-10-27,1010523692.9083568,1010523692.9083568,102902942.90835676,0.10183130156225728,23,0.0,0,114750.78600214577,0.0,114750.78600214577,80526867.36992685,0.07968428486016577,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-10-28,996428421.5001725,996428421.5001725,188672121.50017247,0.18934839415370872,21,0.0,0,122764.31157204368,258451.18225693406,381215.49382897775,86150394.08564469,0.08525321542704054,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-10-29,990565966.132121,990565966.132121,101209916.13212097,0.10217382748098743,25,0.0,0,124456.29243275672,0.0,124456.29243275672,87337749.07561874,0.08765080079121731,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-10-30,983978141.9720637,983978141.9720637,195456071.97206366,0.19863863193173745,22,0.0,0,134897.69436950336,283995.14604105975,418892.8404105631,94665048.68035324,0.09556662748064462,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-02,982700068.840424,982700068.840424,98439048.84042391,0.10017201785340361,26,0.0,0,138052.53310291504,0.0,138052.53310291504,96878970.59853688,0.09845642546934481,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-03,992594497.4038283,992594497.4038283,184897247.40382823,0.18627672013841964,24,0.0,0,123750.52904387034,260527.4295660428,384277.9586099131,86842476.52201426,0.0883712938216108,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-04,1001955113.2450866,1001955113.2450866,99352113.2450866,0.0991582476417626,26,0.0,0,121728.35327279312,0.0,121728.35327279312,85423405.80546886,0.0860607287556976,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-05,1004831557.9899155,1004831557.9899155,205491407.98991552,0.20450333825201958,23,0.0,0,151920.7443049305,319833.14590511686,471753.89021004736,106611048.63503896,0.10640301868389289,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-06,1009286802.6683983,1009286802.6683983,97810372.66839826,0.09691038504595796,24,0.0,0,153227.12667764648,0.0,153227.12667764648,107527808.19483963,0.10701077940858102,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-09,1036310048.5088933,1036310048.5088933,179849748.50889322,0.17354820477488578,21,0.0,0,117425.7193809661,247212.0408020339,364637.760183,82404013.60067797,0.08164578530385466,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-10,1021820737.6334803,1021820737.6334803,106382837.63348037,0.10411105756168272,23,0.0,0,104541.37653589966,0.0,104541.37653589966,73362369.49887694,0.07079191174922528,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-11,1032448183.7130011,1032448183.7130011,183226483.7130011,0.17746797040609083,21,0.0,0,109988.89653046435,231555.5716430828,341544.4681735472,77185190.54769427,0.07553691925107517,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-12,1021536297.5448337,1021536297.5448337,105709197.54483365,0.10348060837279668,21,0.0,0,110304.94823839894,0.0,110304.94823839894,77406981.21992908,0.07497420445987883,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-13,1022668247.5448337,1022668247.5448337,105709197.54483365,0.10336606988494514,21,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,HOLD_REVALIDATED_ENVELOPE,0.0
2020-11-16,1038569970.6860538,1038569970.6860538,144824870.6860538,0.13944642611839245,20,0.0,0,55987.57926448408,117868.58792522963,173856.1671897137,39289529.30840988,0.03841864593208408,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-17,1046580727.1338161,1046580727.1338161,111831127.13381614,0.10685379945804924,21,0.0,0,46949.18197762058,0.0,46949.18197762058,32946794.370260056,0.03172323030724277,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_WITH_SETTLED_CASH,0.0
2020-11-18,1060165957.8177464,1060165957.8177464,150706557.81774643,0.14215374178582563,20,0.0,0,55643.712150868254,117144.65715972264,172788.3693105909,39048219.05324088,0.03731027912216481,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
2020-11-19,1060114720.6507037,1060114720.6507037,112112120.65070373,0.10575470603963386,21,0.0,0,54918.813653579535,0.0,54918.813653579535,38539518.353389144,0.03635234471470786,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,BUY_CASH_CAP_CORRECTION,0.0
2020-11-20,1063852203.9669436,1063852203.9669436,149675703.96694362,0.14069219710108755,20,0.0,0,53766.02086798267,113191.6228799635,166957.64374794616,37730540.959987834,0.03559099805427533,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,SELL_THEN_WAIT_SETTLEMENT,0.0
