date,symbol,issue
2018-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1605.TW;ACTIVE_CAP:2313.TW;ACTIVE_CAP:3702.TW;ACTIVE_CAP:5289.TWO
2018-07-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1101.TW;ACTIVE_CAP:2313.TW;ACTIVE_CAP:3661.TW;ACTIVE_CAP:5483.TWO;ACTIVE_CAP:6488.TWO
2018-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3702.TW;ACTIVE_CAP:8415.TWO
