date,symbol,issue
2018-01-08,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1802.TW
2018-01-12,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6290.TWO
2018-01-29,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6290.TWO
