date,symbol,issue
2011-07-28,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2207.TW
2011-07-29,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2207.TW
2011-08-01,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2207.TW
