date,symbol,issue
2016-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6415.TW
2016-01-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3131.TWO
2016-01-06,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3017.TW
