date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2016-07-01,995661725.9094251,995661725.9094251,89343565.90942511,0.08973285161465838,22,0.0,0,1295838.8482203549,0.0,1295838.8482203549,909360595.2423546,0.9093605952423547,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-04,995294005.9094251,995766140.5094252,89343565.90942511,0.08976600419469989,22,472134.6,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-05,997540955.9094251,998013090.5094252,89343565.90942511,0.08956380726039818,22,472134.6,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-06,983638672.8967366,984110807.4967366,88121932.89673656,0.08958770666999558,22,472134.6,0,120381.21421285036,125253.06949900903,245634.28371185937,84478045.06164938,0.08468629238850002,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-07,987656565.2698946,993638149.8698946,88159925.26989454,0.0892617215031657,22,5981584.600000001,0,115134.02675506358,121605.81068965518,236739.83744471875,80795808.24916741,0.08213972312742673,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-11,991207324.913477,997953705.2943813,85112244.913477,0.0858672477232818,22,6746380.380904321,0,118034.39793852533,120032.31420572198,238066.7121442473,82831156.44808795,0.08386635533117007,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-12,992057764.1699487,1001909144.550853,85234054.16994874,0.08591642266039194,22,9851380.38090432,0,121827.87224798469,128798.51899576765,250626.39124375232,85493243.68279627,0.08625162620772503,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-13,994576248.3929366,1004427628.7738409,85179078.39293659,0.08564358794066444,22,9851380.38090432,0,123902.70151427455,130723.37177523134,254626.0732895059,86949264.22054353,0.08764536437381112,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-14,1001068606.5254087,1013337786.9063131,82519966.52540872,0.082431879281307,22,12269180.38090432,0,118373.42851990502,120973.96225318889,239347.3907730939,83069072.64554738,0.0835220756375116,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-15,1008121146.8801942,1020390327.2610985,81829096.88019425,0.08116990416620917,22,12269180.38090432,0,121556.8598242759,127291.55744679637,248848.41727107228,85303059.52580765,0.0852120014250417,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-18,1010700782.4797381,1024687462.8606424,75841292.4797381,0.07503832370017832,22,13986680.38090432,0,125206.38958814551,123187.08317492936,248393.47276307485,87864133.04431263,0.087156323737701,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-19,1018949228.2834826,1032935908.6643869,74697588.28348261,0.07330844973435806,22,13986680.38090432,0,121784.5562408976,126851.66776889209,248636.2240097897,85462846.48484042,0.0845580096170092,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-20,1010669109.017869,1024655789.3987733,74269979.01786906,0.07348594941230754,22,13986680.38090432,0,123110.71616589473,129327.47092526351,252438.18709115824,86393485.02869806,0.08478683984503933,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-21,1023374506.7289573,1037361187.1098616,67742086.72895733,0.06619481556706293,22,13986680.38090432,0,121245.6081118244,118194.27730193664,239439.88541376105,85084637.27145572,0.08418644293396663,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-22,1023963289.6525941,1037949970.0334984,64855099.65259413,0.06333732889447423,22,13986680.38090432,0,119026.09290509997,121320.66363089072,240346.7565359907,83527082.74042103,0.08161927250601654,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-25,1012425616.692321,1030844018.140721,61648436.69232089,0.06089181829844595,22,18418401.448400054,0,119872.66040141368,121734.16358653383,241606.82398794751,84121165.19397451,0.08215252054838292,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
