date,symbol,issue
2025-07-14,6919.TW,STALE_HELD_PRICES
2025-07-15,3036.TW;6919.TW,STALE_HELD_PRICES
2025-07-16,6919.TW,STALE_HELD_PRICES
2025-07-17,6919.TW,STALE_HELD_PRICES
2025-07-18,6919.TW,STALE_HELD_PRICES
2025-08-01,3081.TWO;3211.TWO;4991.TWO;5274.TWO;6187.TWO;6274.TWO,STALE_HELD_PRICES
