date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2360.TW;ACTIVE_CAP:3324.TWO;ACTIVE_CAP:3481.TW
2013-07-08,3680.TWO,STALE_HELD_PRICES
2013-07-30,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2357.TW
2013-07-31,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2357.TW
