date,symbol,issue
2015-01-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3481.TW
2015-01-14,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5274.TWO
2015-01-20,8932.TWO,STALE_HELD_PRICES
