date,symbol,issue
2016-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6415.TW
2016-01-26,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6274.TWO
2016-01-27,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1402.TW
